"label","feature_text"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹53,584 to ZOMATO could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 300.00 was credited to your account ****0535. Your available account balance is AED 259.32"
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 8944."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Then ur sis how?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 200.00 was debited from your account ****0535. Your available account balance is AED 639.29"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Match time madness! 🏏 Free delivery on orders above ₹150."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Last seats ਜਾਂ final chance ਵਾਲੇ pressure messages 'ਤੇ ਬਿਨਾਂ verification payment ਨਾ ਕਰੋ।"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹87,554 to Manish successful."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹64,989 from Suresh. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Family': Please approve the PR."
"BLOCK","[CATEGORY_SHOPPING] | com.nykaa.android | Lipstick day! 💄 Free mini on orders above ₹120."
"BLOCK","[CATEGORY_UNKNOWN] | com.dream11.fantasy.cricket | Mega contest is LIVE! ₹1 Crore prize pool. Team banalo jaldi."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | They will pick up and drop in car.so no problem.."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 061008. Valid for 5 mins."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Sneha as a beneficiary. Cooling period of 4 hours active."
"BLOCK","[CATEGORY_FOOD] | com.application.zomato | 🍰 Satisfy your sweet tooth. Buy 1 Get 1 free on desserts!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"BLOCK","[CATEGORY_FOOD] | com.blinkit.app | Restock your fridge! 🥦 Fresh veggies delivered in 10 mins. Use code SALE20."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹17,627 from Karan. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | U coming 2 pick me?"
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy Backpack under ₹999. Grab yours before sizes run out!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for SWIGGY of ₹36,205 was successful."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹82,961 paid successfully to ZOMATO. Ref No: 5891206173."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 38.00 was debited from your account *535. Your available account balance is AED 2104.00"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Congratulations! Your instant personal loan of ₹2,000 is approved. Click to claim."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 650.00 was debited from your account *535. Your available account balance is AED 2002.75"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Kavya: Good morning! 🌻"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 40% off your next 3 rides. Use code SALE20."
"BLOCK","[CATEGORY_UNKNOWN] | com.dream11.fantasy.cricket | Mega contest is LIVE! ₹100 Crore prize pool. Team banalo jaldi."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹47,871 paid successfully to ZOMATO. Ref No: 1310973211."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | How much it will cost approx . Per month."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 46,476.00 has been credited to ICICI Bank Acct XX3016."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Congratulations! Your instant personal loan of ₹500,000 is approved. Click to claim."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Rolls is calling! Order now for 20% off up to Rs.1499."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 105.00 was debited from your account ****0535. Your available account balance is AED 683.68"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹72,256 from Kavya. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹64,106 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 58,116.00 has been credited to ICICI Bank Acct XX8769."
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Burger is out for delivery. Track it live on the map."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹73,965 from Priya. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_SOCIAL] | com.instagram.android | Find out who viewed your profile today! Click here to see."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Can you plz tell me the ans. BSLVYL sent via fullonsms.com"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 40% off your next 3 rides. Use code COMEBACK."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ya very nice. . .be ready on thursday"
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Deepa sent a message: 'Meeting starting in 5 mins.'"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 985584. Valid for 5 mins."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I've reached home n i bathe liao... U can call me now..."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Tell my bad character which u Dnt lik in me. I'll try to change in &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Chole Bhature is calling! Order now for 70% off up to Rs.49999."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Win a å£1000 cash prize or a prize worth å£5000"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Weekend Trip': Please approve the PR."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | जन सूचना: विदेश नौकरी के नाम पर chat में तुरंत token payment माँगने वाले ads से सावधान रहें।"
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 37% full! Clear junk files to free up space."
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your Axis credit card bill of ₹69,641 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Arjun, is arriving in 13 mins in a white Indica (KA01AB6248)."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Just got to &lt;#&gt;"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+"
"BLOCK","[CATEGORY_UNKNOWN] | com.dream11.fantasy.cricket | Mega contest is LIVE! ₹2 Crore prize pool. Team banalo jaldi."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FreeMsg>FAV XMAS TONES!Reply REAL"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 308630. Valid for 5 mins."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for SWIGGY of ₹86,568 was successful."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1.05 was debited from your account *535. Your available account balance is AED 2062.76"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Karan replied to your story: Miss you!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I think i am disturbing her da"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹7,805 added to your PayZapp wallet!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | <Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹48,997 paid successfully to ZOMATO. Ref No: 8347269677."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 85 new notifications and 1 friend requests waiting."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 200.00 was debited from your account ****0535. Your available account balance is AED 158.08"
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Swati is picking up your order."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for STARBUCKS of ₹39,301 was successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Sneha replied to your story: Wow!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | No dear i was sleeping :-P"
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 53,424.00 has been credited to ICICI Bank Acct XX7496."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.betting | Aviator game trick! Earn ₹1 daily from home without investment."
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Suresh mentioned you in #dev-ops: The production server is experiencing high latency."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | IÛ÷m going to try for 2 months ha ha only joking"
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 93% full! Clear junk files to free up space."
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Neha joined Telegram!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'College Group': Lol, no way 😂😂"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 23.00 debited from your a/c ****0535 at STARBUCKS-ADNOC-D843 ABU DHABI AE. Avl Bal is AED 0.19"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for SWIGGY of ₹5,850 was successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\''"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹50,535 from Rahul. Tap to check your updated wallet balance."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FROM 88066 LOST å£12 HELP"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 10.00 debited from your a/c ****0535 at ALDAR WTC CAR PARK ABU DHABI AE. Avl Bal is AED 223.60"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Backpack at just ₹1499. Sale ends tonight!"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get iPhone 14 at just ₹499. Sale ends tonight!"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Caregiver intake ki aakhri do seats bachi hain, abhi token bhejo warna chance chala jayega."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 50% off your next 3 rides. Use code BINGE."
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Swati joined Telegram!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹33,733 to AMAZON could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.mpl.androidapp | Your ₹50 welcome bonus is expiring today. Play Ludo now!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL"
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Anjali mentioned you in #general: Need that report by EOD."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Kavya replied to your story: 🔥🔥"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 3200.00 was credited to your account ****0535. Your available account balance is AED 3296.70"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹36,063 to UBER could not be processed due to bank server issue."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Suresh, is arriving in 7 mins in a white Swift Dzire (KA01AB5488)."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹28,919 to SPOTIFY could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 084392. Valid for 5 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.betting | Aviator game trick! Earn ₹1000 daily from home without investment."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | -PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
